date_key,full_date,year,month,quarter,week,day_name,is_weekend
20170308,2017-03-08,2017,3,1,10,Wednesday,false
20170620,2017-06-20,2017,6,2,25,Tuesday,false
20170820,2017-08-20,2017,8,3,33,Sunday,true
20171225,2017-12-25,2017,12,4,52,Monday,false
20170814,2017-08-14,2017,8,3,33,Monday,false
20170331,2017-03-31,2017,3,1,13,Friday,false
20170720,2017-07-20,2017,7,3,29,Thursday,false
20170312,2017-03-12,2017,3,1,10,Sunday,true
20170830,2017-08-30,2017,8,3,35,Wednesday,false
20170410,2017-04-10,2017,4,2,15,Monday,false
20161007,2016-10-07,2016,10,4,40,Friday,false
20180407,2018-04-07,2018,4,2,14,Saturday,true
20170129,2017-01-29,2017,1,1,4,Sunday,true
20170117,2017-01-17,2017,1,1,3,Tuesday,false
20170907,2017-09-07,2017,9,3,36,Thursday,false
20170621,2017-06-21,2017,6,2,25,Wednesday,false
20170402,2017-04-02,2017,4,2,13,Sunday,true
20171104,2017-11-04,2017,11,4,44,Saturday,true
20160915,2016-09-15,2016,9,3,37,Thursday,false
20170109,2017-01-09,2017,1,1,2,Monday,false
20180213,2018-02-13,2018,2,1,7,Tuesday,false
20170831,2017-08-31,2017,8,3,35,Thursday,false
20180127,2018-01-27,2018,1,1,4,Saturday,true
20171128,2017-11-28,2017,11,4,48,Tuesday,false
20180214,2018-02-14,2018,2,1,7,Wednesday,false
20170306,2017-03-06,2017,3,1,10,Monday,false
20171004,2017-10-04,2017,10,4,40,Wednesday,false
20171204,2017-12-04,2017,12,4,49,Monday,false
20170717,2017-07-17,2017,7,3,29,Monday,false
20170105,2017-01-05,2017,1,1,1,Thursday,false
20180403,2018-04-03,2018,4,2,14,Tuesday,false
20180116,2018-01-16,2018,1,1,3,Tuesday,false
20180119,2018-01-19,2018,1,1,3,Friday,false
20180527,2018-05-27,2018,5,2,21,Sunday,true
20171012,2017-10-12,2017,10,4,41,Thursday,false
20171009,2017-10-09,2017,10,4,41,Monday,false
20170521,2017-05-21,2017,5,2,20,Sunday,true
20180827,2018-08-27,2018,8,3,35,Monday,false
20180518,2018-05-18,2018,5,2,20,Friday,false
20170415,2017-04-15,2017,4,2,15,Saturday,true
20180128,2018-01-28,2018,1,1,4,Sunday,true
20180408,2018-04-08,2018,4,2,14,Sunday,true
20180405,2018-04-05,2018,4,2,14,Thursday,false
20170512,2017-05-12,2017,5,2,19,Friday,false
20180320,2018-03-20,2018,3,1,12,Tuesday,false
20170527,2017-05-27,2017,5,2,21,Saturday,true
20170827,2017-08-27,2017,8,3,34,Sunday,true
20170218,2017-02-18,2017,2,1,7,Saturday,true
20180719,2018-07-19,2018,7,3,29,Thursday,false
20170630,2017-06-30,2017,6,2,26,Friday,false
20180617,2018-06-17,2018,6,2,24,Sunday,true
20170829,2017-08-29,2017,8,3,35,Tuesday,false
20170311,2017-03-11,2017,3,1,10,Saturday,true
20170528,2017-05-28,2017,5,2,21,Sunday,true
20171229,2017-12-29,2017,12,4,52,Friday,false
20180709,2018-07-09,2018,7,3,28,Monday,false
20170421,2017-04-21,2017,4,2,16,Friday,false
20180203,2018-02-03,2018,2,1,5,Saturday,true
20170810,2017-08-10,2017,8,3,32,Thursday,false
20180326,2018-03-26,2018,3,1,13,Monday,false
20170915,2017-09-15,2017,9,3,37,Friday,false
20180605,2018-06-05,2018,6,2,23,Tuesday,false
20170426,2017-04-26,2017,4,2,17,Wednesday,false
20171221,2017-12-21,2017,12,4,51,Thursday,false
20180202,2018-02-02,2018,2,1,5,Friday,false
20170911,2017-09-11,2017,9,3,37,Monday,false
20180404,2018-04-04,2018,4,2,14,Wednesday,false
20171206,2017-12-06,2017,12,4,49,Wednesday,false
20180205,2018-02-05,2018,2,1,6,Monday,false
20171211,2017-12-11,2017,12,4,50,Monday,false
20180318,2018-03-18,2018,3,1,11,Sunday,true
20171129,2017-11-29,2017,11,4,48,Wednesday,false
20180208,2018-02-08,2018,2,1,6,Thursday,false
20180628,2018-06-28,2018,6,2,26,Thursday,false
20171219,2017-12-19,2017,12,4,51,Tuesday,false
20180129,2018-01-29,2018,1,1,5,Monday,false
20170510,2017-05-10,2017,5,2,19,Wednesday,false
20180308,2018-03-08,2018,3,1,10,Thursday,false
20171006,2017-10-06,2017,10,4,40,Friday,false
20180619,2018-06-19,2018,6,2,25,Tuesday,false
20170125,2017-01-25,2017,1,1,4,Wednesday,false
20180430,2018-04-30,2018,4,2,18,Monday,false
20180101,2018-01-01,2018,1,1,1,Monday,false
20170323,2017-03-23,2017,3,1,12,Thursday,false
20170714,2017-07-14,2017,7,3,28,Friday,false
20170606,2017-06-06,2017,6,2,23,Tuesday,false
20170315,2017-03-15,2017,3,1,11,Wednesday,false
20180610,2018-06-10,2018,6,2,23,Sunday,true
20180226,2018-02-26,2018,2,1,9,Monday,false
20170522,2017-05-22,2017,5,2,21,Monday,false
20180828,2018-08-28,2018,8,3,35,Tuesday,false
20171023,2017-10-23,2017,10,4,43,Monday,false
20170204,2017-02-04,2017,2,1,5,Saturday,true
20171014,2017-10-14,2017,10,4,41,Saturday,true
20170902,2017-09-02,2017,9,3,35,Saturday,true
20170320,2017-03-20,2017,3,1,12,Monday,false
20170807,2017-08-07,2017,8,3,32,Monday,false
20161009,2016-10-09,2016,10,4,40,Sunday,true
